Results generated by BModes (v3.00.00, 20-Mar-2008, compiled using double precision) on 30-Aug-2023 at 13:49:27.
RAAW-GE Tower                                                                                      
=================================================================================

            tower frequencies & mode shapes
            --- only first  20 modes printed


 -------- Mode No.   1  (freq = 0.24368E+00 Hz)

span_loc	s-s disp	s-s slope	f-a disp	f-a slope	twist
 0.9730	 0.008855	 0.002889	 0.000000	 0.000000	-0.016889
 1.0000	 0.007994	-0.075776	 0.000000	 0.000000	-0.017358


 -------- Mode No.   7  (freq = 0.34023E+01 Hz)

span_loc	s-s disp	s-s slope	f-a disp	f-a slope	twist

 0.0000	 0.000000	 0.000000	 0.000000	 0.000000	 0.000000
 0.0035	 0.000000	 0.000000	-0.000006	-0.003873	 0.000000
 0.0104	 0.000000	 0.000000	-0.000054	-0.011462	 0.000000
 0.0174	 0.000000	 0.000000	-0.000149	-0.018839	 0.000000
 0.0244	 0.000000	 0.000000	-0.000289	-0.026005	 0.000000
 0.0313	 0.000000	 0.000000	-0.000473	-0.032959	 0.000000
 0.0383	 0.000000	 0.000000	-0.000700	-0.039703	 0.000000
 0.0453	 0.000000	 0.000000	-0.000968	-0.046235	 0.000000
 0.0522	 0.000000	 0.000000	-0.001276	-0.052556	 0.000000
 0.0592	 0.000000	 0.000000	-0.001623	-0.058666	 0.000000
 0.0662	 0.000000	 0.000000	-0.002008	-0.064566	 0.000000
 0.0731	 0.000000	 0.000000	-0.002429	-0.070255	 0.000000
 0.0801	 0.000000	 0.000000	-0.002884	-0.075735	 0.000000
 0.0870	 0.000000	 0.000000	-0.003374	-0.081005	 0.000000
 0.0940	 0.000000	 0.000000	-0.003895	-0.086066	 0.000000
 0.1010	 0.000000	 0.000000	-0.004447	-0.090919	 0.000000
 0.1079	 0.000000	 0.000000	-0.005030	-0.095951	 0.000000
 0.1149	 0.000000	 0.000000	-0.005644	-0.100766	 0.000000
 0.1219	 0.000000	 0.000000	-0.006288	-0.105364	 0.000000
 0.1288	 0.000000	 0.000000	-0.006959	-0.109747	 0.000000
 0.1358	 0.000000	 0.000000	-0.007657	-0.113913	 0.000000
 0.1399	 0.000000	 0.000000	-0.008080	-0.116268	 0.000000
 0.1497	 0.000000	 0.000000	-0.009127	-0.121600	 0.000000
 0.1567	 0.000000	 0.000000	-0.009897	-0.125122	 0.000000
 0.1636	 0.000000	 0.000000	-0.010689	-0.128430	 0.000000
 0.1706	 0.000000	 0.000000	-0.011500	-0.131527	 0.000000
 0.1776	 0.000000	 0.000000	-0.012330	-0.134413	 0.000000
 0.1845	 0.000000	 0.000000	-0.013177	-0.137089	 0.000000
 0.1915	 0.000000	 0.000000	-0.014040	-0.139557	 0.000000
 0.1985	 0.000000	 0.000000	-0.014918	-0.141818	 0.000000
 0.2054	 0.000000	 0.000000	-0.015810	-0.144039	 0.000000
 0.2124	 0.000000	 0.000000	-0.016716	-0.146056	 0.000000
 0.2194	 0.000000	 0.000000	-0.017633	-0.147869	 0.000000
 0.2263	 0.000000	 0.000000	-0.018561	-0.149477	 0.000000
 0.2333	 0.000000	 0.000000	-0.019498	-0.150878	 0.000000
 0.2403	 0.000000	 0.000000	-0.020443	-0.152071	 0.000000
 0.2472	 0.000000	 0.000000	-0.021396	-0.153057	 0.000000
 0.2507	 0.000000	 0.000000	-0.021874	-0.153471	 0.000000
 0.3203	 0.000000	 0.000000	-0.031479	-0.150922	 0.000000
 0.3797	 0.000000	 0.000000	-0.039046	-0.131245	 0.000000
 0.4248	 0.000000	 0.000000	-0.043832	-0.104653	 0.000000
 0.4596	 0.000000	 0.000000	-0.046691	-0.078098	 0.000000
 0.4866	 0.000000	 0.000000	-0.048295	-0.054173	 0.000000
 0.5137	 0.000000	 0.000000	-0.049287	-0.027653	 0.000000
 0.5407	 0.000000	 0.000000	-0.049590	 0.002551	 0.000000
 0.5677	 0.000000	 0.000000	-0.049139	 0.034537	 0.000000
 0.5947	 0.000000	 0.000000	-0.047897	 0.067766	 0.000000
 0.6217	 0.000000	 0.000000	-0.045816	 0.103617	 0.000000
 0.6488	 0.000000	 0.000000	-0.042887	 0.137684	 0.000000
 0.6758	 0.000000	 0.000000	-0.039164	 0.168914	 0.000000
 0.7028	 0.000000	 0.000000	-0.034732	 0.196163	 0.000000
 0.7298	 0.000000	 0.000000	-0.029671	 0.220580	 0.000000
 0.7568	 0.000000	 0.000000	-0.024114	 0.236964	 0.000000
 0.7839	 0.000000	 0.000000	-0.018266	 0.244449	 0.000000
 0.8109	 0.000000	 0.000000	-0.012354	 0.242242	 0.000000
 0.8379	 0.000000	 0.000000	-0.006640	 0.227721	 0.000000
 0.8649	 0.000000	 0.000000	-0.001432	 0.200501	 0.000000
 0.8919	 0.000000	 0.000000	 0.002957	 0.159940	 0.000000
 0.9189	 0.000000	 0.000000	 0.006279	 0.112610	 0.000000
 0.9460	 0.000000	 0.000000	 0.008313	 0.053529	 0.000000
 0.9730	 0.000000	 0.000000	 0.008774	-0.017361	 0.000000
 1.0000	 0.000000	 0.000000	 0.007374	-0.100093	 0.000000


 -------- Mode No.   8  (freq = 0.85580E+01 Hz)

span_loc	s-s disp	s-s slope	f-a disp	f-a slope	twist

 0.0000	 0.000000	 0.000000	 0.000000	 0.000000	 0.000000
 0.0035	 0.000008	 0.005295	 0.000000	 0.000000	-0.000018
 0.0104	 0.000073	 0.015507	 0.000000	 0.000000	-0.000055
 0.0174	 0.000201	 0.025214	 0.000000	 0.000000	-0.000091
 0.0244	 0.000387	 0.034417	 0.000000	 0.000000	-0.000128
 0.0313	 0.000629	 0.043117	 0.000000	 0.000000	-0.000164
 0.0383	 0.000924	 0.051313	 0.000000	 0.000000	-0.000201
 0.0453	 0.001269	 0.059007	 0.000000	 0.000000	-0.000238
 0.0522	 0.001660	 0.066199	 0.000000	 0.000000	-0.000274
 0.0592	 0.002094	 0.072892	 0.000000	 0.000000	-0.000311
 0.0662	 0.002568	 0.079086	 0.000000	 0.000000	-0.000347
 0.0731	 0.003080	 0.084786	 0.000000	 0.000000	-0.000384
 0.0801	 0.003625	 0.089992	 0.000000	 0.000000	-0.000420
 0.0870	 0.004202	 0.094709	 0.000000	 0.000000	-0.000457
 0.0940	 0.004806	 0.098942	 0.000000	 0.000000	-0.000493
 0.1010	 0.005436	 0.102693	 0.000000	 0.000000	-0.000530
 0.1079	 0.006088	 0.106243	 0.000000	 0.000000	-0.000566
 0.1149	 0.006761	 0.109288	 0.000000	 0.000000	-0.000603
 0.1219	 0.007451	 0.111834	 0.000000	 0.000000	-0.000639
 0.1288	 0.008156	 0.113886	 0.000000	 0.000000	-0.000676
 0.1358	 0.008871	 0.115452	 0.000000	 0.000000	-0.000713
 0.1399	 0.009297	 0.116149	 0.000000	 0.000000	-0.000734
 0.1497	 0.010325	 0.117152	 0.000000	 0.000000	-0.000786
 0.1567	 0.011057	 0.117304	 0.000000	 0.000000	-0.000822
 0.1636	 0.011788	 0.117002	 0.000000	 0.000000	-0.000859
 0.1706	 0.012516	 0.116258	 0.000000	 0.000000	-0.000895
 0.1776	 0.013238	 0.115083	 0.000000	 0.000000	-0.000932
 0.1845	 0.013951	 0.113488	 0.000000	 0.000000	-0.000968
 0.1915	 0.014654	 0.111487	 0.000000	 0.000000	-0.001005
 0.1985	 0.015342	 0.109093	 0.000000	 0.000000	-0.001041
 0.2054	 0.016014	 0.106100	 0.000000	 0.000000	-0.001078
 0.2124	 0.016665	 0.102685	 0.000000	 0.000000	-0.001114
 0.2194	 0.017294	 0.098858	 0.000000	 0.000000	-0.001151
 0.2263	 0.017898	 0.094629	 0.000000	 0.000000	-0.001188
 0.2333	 0.018475	 0.090008	 0.000000	 0.000000	-0.001224
 0.2403	 0.019021	 0.085008	 0.000000	 0.000000	-0.001261
 0.2472	 0.019535	 0.079640	 0.000000	 0.000000	-0.001297
 0.2507	 0.019779	 0.076822	 0.000000	 0.000000	-0.001315
 0.3203	 0.022435	 0.005228	 0.000000	 0.000000	-0.001681
 0.3797	 0.020598	-0.073744	 0.000000	 0.000000	-0.001992
 0.4248	 0.016320	-0.136143	 0.000000	 0.000000	-0.002229
 0.4596	 0.011383	-0.178531	 0.000000	 0.000000	-0.002412
 0.4866	 0.006718	-0.205386	 0.000000	 0.000000	-0.002553
 0.5137	 0.001486	-0.225178	 0.000000	 0.000000	-0.002695
 0.5407	-0.004130	-0.236945	 0.000000	 0.000000	-0.002837
 0.5677	-0.009906	-0.238289	 0.000000	 0.000000	-0.002979
 0.5947	-0.015574	-0.228171	 0.000000	 0.000000	-0.003121
 0.6217	-0.020834	-0.204545	 0.000000	 0.000000	-0.003262
 0.6488	-0.025379	-0.169288	 0.000000	 0.000000	-0.003404
 0.6758	-0.028941	-0.123898	 0.000000	 0.000000	-0.003546
 0.7028	-0.031303	-0.070593	 0.000000	 0.000000	-0.003688
 0.7298	-0.032229	-0.005900	 0.000000	 0.000000	-0.003829
 0.7568	-0.031592	 0.057781	 0.000000	 0.000000	-0.003971
 0.7839	-0.029468	 0.116249	 0.000000	 0.000000	-0.004113
 0.8109	-0.026035	 0.165264	 0.000000	 0.000000	-0.004255
 0.8379	-0.021500	 0.206199	 0.000000	 0.000000	-0.004396
 0.8649	-0.016205	 0.227670	 0.000000	 0.000000	-0.004538
 0.8919	-0.010661	 0.226240	 0.000000	 0.000000	-0.004680
 0.9189	-0.005423	 0.202553	 0.000000	 0.000000	-0.004822
 0.9460	-0.001047	 0.154927	 0.000000	 0.000000	-0.004964
 0.9730	 0.001876	 0.082454	 0.000000	 0.000000	-0.005105
 1.0000	 0.002739	-0.015277	 0.000000	 0.000000	-0.005247


 -------- Mode No.   9  (freq = 0.85679E+01 Hz)

span_loc	s-s disp	s-s slope	f-a disp	f-a slope	twist

 0.0000	 0.000000	 0.000000	 0.000000	 0.000000	 0.000000
 0.0035	 0.000000	 0.000000	 0.000008	 0.005306	 0.000000
 0.0104	 0.000000	 0.000000	 0.000074	 0.015539	 0.000000
 0.0174	 0.000000	 0.000000	 0.000201	 0.025267	 0.000000
 0.0244	 0.000000	 0.000000	 0.000388	 0.034489	 0.000000
 0.0313	 0.000000	 0.000000	 0.000631	 0.043205	 0.000000
 0.0383	 0.000000	 0.000000	 0.000926	 0.051417	 0.000000
 0.0453	 0.000000	 0.000000	 0.001271	 0.059126	 0.000000
 0.0522	 0.000000	 0.000000	 0.001663	 0.066331	 0.000000
 0.0592	 0.000000	 0.000000	 0.002098	 0.073035	 0.000000
 0.0662	 0.000000	 0.000000	 0.002573	 0.079240	 0.000000
 0.0731	 0.000000	 0.000000	 0.003086	 0.084948	 0.000000
 0.0801	 0.000000	 0.000000	 0.003633	 0.090162	 0.000000
 0.0870	 0.000000	 0.000000	 0.004210	 0.094886	 0.000000
 0.0940	 0.000000	 0.000000	 0.004816	 0.099123	 0.000000
 0.1010	 0.000000	 0.000000	 0.005446	 0.102878	 0.000000
 0.1079	 0.000000	 0.000000	 0.006100	 0.106430	 0.000000
 0.1149	 0.000000	 0.000000	 0.006774	 0.109477	 0.000000
 0.1219	 0.000000	 0.000000	 0.007465	 0.112022	 0.000000
 0.1288	 0.000000	 0.000000	 0.008171	 0.114073	 0.000000
 0.1358	 0.000000	 0.000000	 0.008888	 0.115636	 0.000000
 0.1399	 0.000000	 0.000000	 0.009315	 0.116332	 0.000000
 0.1497	 0.000000	 0.000000	 0.010343	 0.117327	 0.000000
 0.1567	 0.000000	 0.000000	 0.011076	 0.117473	 0.000000
 0.1636	 0.000000	 0.000000	 0.011809	 0.117164	 0.000000
 0.1706	 0.000000	 0.000000	 0.012538	 0.116411	 0.000000
 0.1776	 0.000000	 0.000000	 0.013261	 0.115227	 0.000000
 0.1845	 0.000000	 0.000000	 0.013975	 0.113621	 0.000000
 0.1915	 0.000000	 0.000000	 0.014678	 0.111609	 0.000000
 0.1985	 0.000000	 0.000000	 0.015367	 0.109202	 0.000000
 0.2054	 0.000000	 0.000000	 0.016039	 0.106195	 0.000000
 0.2124	 0.000000	 0.000000	 0.016692	 0.102765	 0.000000
 0.2194	 0.000000	 0.000000	 0.017321	 0.098922	 0.000000
 0.2263	 0.000000	 0.000000	 0.017925	 0.094676	 0.000000
 0.2333	 0.000000	 0.000000	 0.018502	 0.090037	 0.000000
 0.2403	 0.000000	 0.000000	 0.019048	 0.085018	 0.000000
 0.2472	 0.000000	 0.000000	 0.019562	 0.079631	 0.000000
 0.2507	 0.000000	 0.000000	 0.019806	 0.076804	 0.000000
 0.3203	 0.000000	 0.000000	 0.022454	 0.004998	 0.000000
 0.3797	 0.000000	 0.000000	 0.020600	-0.074150	 0.000000
 0.4248	 0.000000	 0.000000	 0.016304	-0.136640	 0.000000
 0.4596	 0.000000	 0.000000	 0.011351	-0.179053	 0.000000
 0.4866	 0.000000	 0.000000	 0.006674	-0.205892	 0.000000
 0.5137	 0.000000	 0.000000	 0.001430	-0.225636	 0.000000
 0.5407	 0.000000	 0.000000	-0.004197	-0.237317	 0.000000
 0.5677	 0.000000	 0.000000	-0.009980	-0.238539	 0.000000
 0.5947	 0.000000	 0.000000	-0.015653	-0.228267	 0.000000
 0.6217	 0.000000	 0.000000	-0.020913	-0.204453	 0.000000
 0.6488	 0.000000	 0.000000	-0.025452	-0.168999	 0.000000
 0.6758	 0.000000	 0.000000	-0.029006	-0.123419	 0.000000
 0.7028	 0.000000	 0.000000	-0.031354	-0.069948	 0.000000
 0.7298	 0.000000	 0.000000	-0.032262	-0.005118	 0.000000
 0.7568	 0.000000	 0.000000	-0.031605	 0.058626	 0.000000
 0.7839	 0.000000	 0.000000	-0.029461	 0.117068	 0.000000
 0.8109	 0.000000	 0.000000	-0.026009	 0.165954	 0.000000
 0.8379	 0.000000	 0.000000	-0.021461	 0.206612	 0.000000
 0.8649	 0.000000	 0.000000	-0.016160	 0.227666	 0.000000
 0.8919	 0.000000	 0.000000	-0.010623	 0.225675	 0.000000
 0.9189	 0.000000	 0.000000	-0.005407	 0.201370	 0.000000
 0.9460	 0.000000	 0.000000	-0.001068	 0.153001	 0.000000
 0.9730	 0.000000	 0.000000	 0.001799	 0.079656	 0.000000
 1.0000	 0.000000	 0.000000	 0.002581	-0.019085	 0.000000


 -------- Mode No.  10  (freq = 0.13346E+02 Hz)

span_loc	s-s disp	s-s slope	f-a disp	f-a slope	twist

 0.0000	 0.000000	 0.000000	 0.000000	 0.000000	 0.000000
 0.0035	 0.000000	 0.000000	-0.000006	-0.003995	 0.000000
 0.0104	 0.000000	 0.000000	-0.000055	-0.011620	 0.000000
 0.0174	 0.000000	 0.000000	-0.000150	-0.018759	 0.000000
 0.0244	 0.000000	 0.000000	-0.000288	-0.025411	 0.000000
 0.0313	 0.000000	 0.000000	-0.000466	-0.031577	 0.000000
 0.0383	 0.000000	 0.000000	-0.000681	-0.037259	 0.000000
 0.0453	 0.000000	 0.000000	-0.000930	-0.042458	 0.000000
 0.0522	 0.000000	 0.000000	-0.001210	-0.047175	 0.000000
 0.0592	 0.000000	 0.000000	-0.001518	-0.051414	 0.000000
 0.0662	 0.000000	 0.000000	-0.001851	-0.055178	 0.000000
 0.0731	 0.000000	 0.000000	-0.002206	-0.058470	 0.000000
 0.0801	 0.000000	 0.000000	-0.002580	-0.061297	 0.000000
 0.0870	 0.000000	 0.000000	-0.002970	-0.063663	 0.000000
 0.0940	 0.000000	 0.000000	-0.003373	-0.065577	 0.000000
 0.1010	 0.000000	 0.000000	-0.003787	-0.067045	 0.000000
 0.1079	 0.000000	 0.000000	-0.004210	-0.068164	 0.000000
 0.1149	 0.000000	 0.000000	-0.004637	-0.068821	 0.000000
 0.1219	 0.000000	 0.000000	-0.005068	-0.069026	 0.000000
 0.1288	 0.000000	 0.000000	-0.005498	-0.068790	 0.000000
 0.1358	 0.000000	 0.000000	-0.005925	-0.068124	 0.000000
 0.1399	 0.000000	 0.000000	-0.006175	-0.067536	 0.000000
 0.1497	 0.000000	 0.000000	-0.006761	-0.065560	 0.000000
 0.1567	 0.000000	 0.000000	-0.007165	-0.063690	 0.000000
 0.1636	 0.000000	 0.000000	-0.007555	-0.061449	 0.000000
 0.1706	 0.000000	 0.000000	-0.007931	-0.058856	 0.000000
 0.1776	 0.000000	 0.000000	-0.008289	-0.055928	 0.000000
 0.1845	 0.000000	 0.000000	-0.008628	-0.052685	 0.000000
 0.1915	 0.000000	 0.000000	-0.008946	-0.049148	 0.000000
 0.1985	 0.000000	 0.000000	-0.009241	-0.045337	 0.000000
 0.2054	 0.000000	 0.000000	-0.009510	-0.040951	 0.000000
 0.2124	 0.000000	 0.000000	-0.009751	-0.036279	 0.000000
 0.2194	 0.000000	 0.000000	-0.009963	-0.031341	 0.000000
 0.2263	 0.000000	 0.000000	-0.010142	-0.026156	 0.000000
 0.2333	 0.000000	 0.000000	-0.010288	-0.020745	 0.000000
 0.2403	 0.000000	 0.000000	-0.010400	-0.015132	 0.000000
 0.2472	 0.000000	 0.000000	-0.010477	-0.009338	 0.000000
 0.2507	 0.000000	 0.000000	-0.010501	-0.006381	 0.000000
 0.3203	 0.000000	 0.000000	-0.008926	 0.055919	 0.000000
 0.3797	 0.000000	 0.000000	-0.004599	 0.102831	 0.000000
 0.4248	 0.000000	 0.000000	 0.000030	 0.122803	 0.000000
 0.4596	 0.000000	 0.000000	 0.003911	 0.123653	 0.000000
 0.4866	 0.000000	 0.000000	 0.006810	 0.114459	 0.000000
 0.5137	 0.000000	 0.000000	 0.009380	 0.096562	 0.000000
 0.5407	 0.000000	 0.000000	 0.011399	 0.069189	 0.000000
 0.5677	 0.000000	 0.000000	 0.012662	 0.034559	 0.000000
 0.5947	 0.000000	 0.000000	 0.013016	-0.005425	 0.000000
 0.6217	 0.000000	 0.000000	 0.012331	-0.050784	 0.000000
 0.6488	 0.000000	 0.000000	 0.010567	-0.093861	 0.000000
 0.6758	 0.000000	 0.000000	 0.007824	-0.131036	 0.000000
 0.7028	 0.000000	 0.000000	 0.004290	-0.158808	 0.000000
 0.7298	 0.000000	 0.000000	 0.000206	-0.175759	 0.000000
 0.7568	 0.000000	 0.000000	-0.004089	-0.176227	 0.000000
 0.7839	 0.000000	 0.000000	-0.008194	-0.160191	 0.000000
 0.8109	 0.000000	 0.000000	-0.011722	-0.128970	 0.000000
 0.8379	 0.000000	 0.000000	-0.014256	-0.078446	 0.000000
 0.8649	 0.000000	 0.000000	-0.015428	-0.017102	 0.000000
 0.8919	 0.000000	 0.000000	-0.015028	 0.050572	 0.000000
 0.9189	 0.000000	 0.000000	-0.013072	 0.110502	 0.000000
 0.9460	 0.000000	 0.000000	-0.009709	 0.166136	 0.000000
 0.9730	 0.000000	 0.000000	-0.005092	 0.213484	 0.000000
 1.0000	 0.000000	 0.000000	 0.000541	 0.249832	 0.000000


 -------- Mode No.  11  (freq = 0.16423E+02 Hz)

span_loc	s-s disp	s-s slope	f-a disp	f-a slope	twist

 0.0000	 0.000000	 0.000000	 0.000000	 0.000000	 0.000000
 0.0035	-0.000012	-0.007378	 0.000000	 0.000000	-0.000010
 0.0104	-0.000102	-0.021378	 0.000000	 0.000000	-0.000029
 0.0174	-0.000276	-0.034373	 0.000000	 0.000000	-0.000048
 0.0244	-0.000529	-0.046362	 0.000000	 0.000000	-0.000067
 0.0313	-0.000853	-0.057348	 0.000000	 0.000000	-0.000086
 0.0383	-0.001242	-0.067332	 0.000000	 0.000000	-0.000105
 0.0453	-0.001691	-0.076320	 0.000000	 0.000000	-0.000125
 0.0522	-0.002193	-0.084316	 0.000000	 0.000000	-0.000144
 0.0592	-0.002741	-0.091328	 0.000000	 0.000000	-0.000163
 0.0662	-0.003331	-0.097364	 0.000000	 0.000000	-0.000182
 0.0731	-0.003955	-0.102438	 0.000000	 0.000000	-0.000201
 0.0801	-0.004607	-0.106561	 0.000000	 0.000000	-0.000220
 0.0870	-0.005283	-0.109752	 0.000000	 0.000000	-0.000240
 0.0940	-0.005975	-0.112027	 0.000000	 0.000000	-0.000259
 0.1010	-0.006679	-0.113410	 0.000000	 0.000000	-0.000278
 0.1079	-0.007389	-0.113965	 0.000000	 0.000000	-0.000297
 0.1149	-0.008099	-0.113604	 0.000000	 0.000000	-0.000316
 0.1219	-0.008805	-0.112354	 0.000000	 0.000000	-0.000335
 0.1288	-0.009500	-0.110244	 0.000000	 0.000000	-0.000355
 0.1358	-0.010179	-0.107306	 0.000000	 0.000000	-0.000374
 0.1399	-0.010570	-0.105200	 0.000000	 0.000000	-0.000385
 0.1497	-0.011470	-0.099089	 0.000000	 0.000000	-0.000412
 0.1567	-0.012073	-0.093887	 0.000000	 0.000000	-0.000431
 0.1636	-0.012640	-0.088013	 0.000000	 0.000000	-0.000450
 0.1706	-0.013170	-0.081512	 0.000000	 0.000000	-0.000470
 0.1776	-0.013657	-0.074430	 0.000000	 0.000000	-0.000489
 0.1845	-0.014098	-0.066819	 0.000000	 0.000000	-0.000508
 0.1915	-0.014490	-0.058728	 0.000000	 0.000000	-0.000527
 0.1985	-0.014830	-0.050212	 0.000000	 0.000000	-0.000546
 0.2054	-0.015113	-0.040617	 0.000000	 0.000000	-0.000565
 0.2124	-0.015336	-0.030596	 0.000000	 0.000000	-0.000585
 0.2194	-0.015494	-0.020202	 0.000000	 0.000000	-0.000604
 0.2263	-0.015587	-0.009486	 0.000000	 0.000000	-0.000623
 0.2333	-0.015612	 0.001496	 0.000000	 0.000000	-0.000642
 0.2403	-0.015568	 0.012687	 0.000000	 0.000000	-0.000661
 0.2472	-0.015453	 0.024029	 0.000000	 0.000000	-0.000680
 0.2507	-0.015369	 0.029739	 0.000000	 0.000000	-0.000690
 0.3203	-0.009972	 0.137265	 0.000000	 0.000000	-0.000882
 0.3797	-0.000907	 0.192993	 0.000000	 0.000000	-0.001045
 0.4248	 0.006996	 0.190750	 0.000000	 0.000000	-0.001169
 0.4596	 0.012491	 0.157371	 0.000000	 0.000000	-0.001265
 0.4866	 0.015794	 0.113462	 0.000000	 0.000000	-0.001339
 0.5137	 0.017866	 0.056511	 0.000000	 0.000000	-0.001414
 0.5407	 0.018398	-0.012848	 0.000000	 0.000000	-0.001488
 0.5677	 0.017190	-0.086121	 0.000000	 0.000000	-0.001562
 0.5947	 0.014224	-0.156922	 0.000000	 0.000000	-0.001637
 0.6217	 0.009599	-0.221871	 0.000000	 0.000000	-0.001711
 0.6488	 0.003629	-0.267034	 0.000000	 0.000000	-0.001785
 0.6758	-0.003138	-0.287257	 0.000000	 0.000000	-0.001860
 0.7028	-0.010056	-0.279490	 0.000000	 0.000000	-0.001934
 0.7298	-0.016395	-0.239367	 0.000000	 0.000000	-0.002008
 0.7568	-0.021433	-0.173284	 0.000000	 0.000000	-0.002083
 0.7839	-0.024635	-0.089316	 0.000000	 0.000000	-0.002157
 0.8109	-0.025691	 0.002032	 0.000000	 0.000000	-0.002231
 0.8379	-0.024403	 0.102124	 0.000000	 0.000000	-0.002306
 0.8649	-0.020885	 0.184084	 0.000000	 0.000000	-0.002380
 0.8919	-0.015730	 0.235655	 0.000000	 0.000000	-0.002455
 0.9189	-0.009834	 0.244525	 0.000000	 0.000000	-0.002529
 0.9460	-0.004241	 0.209789	 0.000000	 0.000000	-0.002603
 0.9730	-0.000066	 0.126968	 0.000000	 0.000000	-0.002678
 1.0000	 0.001498	-0.005977	 0.000000	 0.000000	-0.002752


 -------- Mode No.  12  (freq = 0.16435E+02 Hz)

span_loc	s-s disp	s-s slope	f-a disp	f-a slope	twist

 0.0000	 0.000000	 0.000000	 0.000000	 0.000000	 0.000000
 0.0035	 0.000000	 0.000000	-0.000012	-0.007387	 0.000000
 0.0104	 0.000000	 0.000000	-0.000102	-0.021405	 0.000000
 0.0174	 0.000000	 0.000000	-0.000277	-0.034415	 0.000000
 0.0244	 0.000000	 0.000000	-0.000529	-0.046418	 0.000000
 0.0313	 0.000000	 0.000000	-0.000854	-0.057416	 0.000000
 0.0383	 0.000000	 0.000000	-0.001244	-0.067411	 0.000000
 0.0453	 0.000000	 0.000000	-0.001693	-0.076407	 0.000000
 0.0522	 0.000000	 0.000000	-0.002195	-0.084411	 0.000000
 0.0592	 0.000000	 0.000000	-0.002745	-0.091428	 0.000000
 0.0662	 0.000000	 0.000000	-0.003334	-0.097469	 0.000000
 0.0731	 0.000000	 0.000000	-0.003959	-0.102545	 0.000000
 0.0801	 0.000000	 0.000000	-0.004612	-0.106669	 0.000000
 0.0870	 0.000000	 0.000000	-0.005288	-0.109859	 0.000000
 0.0940	 0.000000	 0.000000	-0.005982	-0.112133	 0.000000
 0.1010	 0.000000	 0.000000	-0.006686	-0.113512	 0.000000
 0.1079	 0.000000	 0.000000	-0.007397	-0.114062	 0.000000
 0.1149	 0.000000	 0.000000	-0.008108	-0.113695	 0.000000
 0.1219	 0.000000	 0.000000	-0.008814	-0.112437	 0.000000
 0.1288	 0.000000	 0.000000	-0.009509	-0.110318	 0.000000
 0.1358	 0.000000	 0.000000	-0.010189	-0.107370	 0.000000
 0.1399	 0.000000	 0.000000	-0.010580	-0.105257	 0.000000
 0.1497	 0.000000	 0.000000	-0.011481	-0.099130	 0.000000
 0.1567	 0.000000	 0.000000	-0.012083	-0.093916	 0.000000
 0.1636	 0.000000	 0.000000	-0.012651	-0.088028	 0.000000
 0.1706	 0.000000	 0.000000	-0.013181	-0.081512	 0.000000
 0.1776	 0.000000	 0.000000	-0.013667	-0.074416	 0.000000
 0.1845	 0.000000	 0.000000	-0.014108	-0.066789	 0.000000
 0.1915	 0.000000	 0.000000	-0.014500	-0.058683	 0.000000
 0.1985	 0.000000	 0.000000	-0.014840	-0.050152	 0.000000
 0.2054	 0.000000	 0.000000	-0.015123	-0.040540	 0.000000
 0.2124	 0.000000	 0.000000	-0.015345	-0.030502	 0.000000
 0.2194	 0.000000	 0.000000	-0.015503	-0.020091	 0.000000
 0.2263	 0.000000	 0.000000	-0.015595	-0.009359	 0.000000
 0.2333	 0.000000	 0.000000	-0.015619	 0.001639	 0.000000
 0.2403	 0.000000	 0.000000	-0.015574	 0.012846	 0.000000
 0.2472	 0.000000	 0.000000	-0.015458	 0.024203	 0.000000
 0.2507	 0.000000	 0.000000	-0.015374	 0.029920	 0.000000
 0.3203	 0.000000	 0.000000	-0.009962	 0.137532	 0.000000
 0.3797	 0.000000	 0.000000	-0.000884	 0.193194	 0.000000
 0.4248	 0.000000	 0.000000	 0.007025	 0.190793	 0.000000
 0.4596	 0.000000	 0.000000	 0.012518	 0.157247	 0.000000
 0.4866	 0.000000	 0.000000	 0.015816	 0.113197	 0.000000
 0.5137	 0.000000	 0.000000	 0.017881	 0.056109	 0.000000
 0.5407	 0.000000	 0.000000	 0.018401	-0.013371	 0.000000
 0.5677	 0.000000	 0.000000	 0.017180	-0.086723	 0.000000
 0.5947	 0.000000	 0.000000	 0.014199	-0.157547	 0.000000
 0.6217	 0.000000	 0.000000	 0.009559	-0.222445	 0.000000
 0.6488	 0.000000	 0.000000	 0.003577	-0.267481	 0.000000
 0.6758	 0.000000	 0.000000	-0.003199	-0.287507	 0.000000
 0.7028	 0.000000	 0.000000	-0.010120	-0.279491	 0.000000
 0.7298	 0.000000	 0.000000	-0.016455	-0.239066	 0.000000
 0.7568	 0.000000	 0.000000	-0.021483	-0.172706	 0.000000
 0.7839	 0.000000	 0.000000	-0.024669	-0.088529	 0.000000
 0.8109	 0.000000	 0.000000	-0.025704	 0.002923	 0.000000
 0.8379	 0.000000	 0.000000	-0.024394	 0.102972	 0.000000
 0.8649	 0.000000	 0.000000	-0.020859	 0.184699	 0.000000
 0.8919	 0.000000	 0.000000	-0.015693	 0.235831	 0.000000
 0.9189	 0.000000	 0.000000	-0.009800	 0.244135	 0.000000
 0.9460	 0.000000	 0.000000	-0.004225	 0.208657	 0.000000
 0.9730	 0.000000	 0.000000	-0.000088	 0.124924	 0.000000
